"Function Key: TXT = article text; HL = headline; BL = byline; PH = photo caption/information; ME = meta directives outside of an article; NA = unintelligible; NP = nameplate; PI = publication information; B = blank; AT = advertisement text; MH = masthead, BQT = block quote text; BQN = name in a block quote; CN = comic strip title; CT = comic strip text",,,,,,,
"LINE","PAGE (0 if unintelligable)","ARTICLE NUMBER (use 0 if outside of text of any article/letter)","FUNCTION (see key above)","PARAGRAPH NUMBER (start with the first content paragraph, 0 if not part of the main text)","JUMP (if line contains a ""jump to"" directive, it's the page target. If it's a ""jumped from"" directive then the negative (-) of the soure page. otherwise 0)","ADVERTISEMENT NUMBER","SCANNED TEXT"
497,7,0,"OT",0,"0",0,"MICH LAUCHLAND HAPPY 18MIMHTHDAY LOVl: Carol. Qeralyn. A ManaWa 0-301"
498,7,0,"OT",0,"0",0,"REWARO-Loat gold bracelet 1 pearl 1-11 call MBS 548-2048,641 8886 Bantimental"
499,7,0,"OT",0,"0",0,"(1-20)"
500,7,0,"OT",0,"0",0,"Bun Valley Ski Reaort needa Hakpra bag end Jan. Houaing Available. Mountain Reoorta PO Box 1710 Sun Valley Id 83363 208-728-8344	(1-22)"
501,7,0,"OT",0,"0",0,"CAR STEREO:	Audlebahn"
502,7,0,"OT",0,"0",0,"deeha Uta ge«, alee Kenweer and Cenceid. AT ENT 84441382."
503,7,0,"OT",0,"0",0,"(1-20)"
504,7,0,"OT",0,"0",0,"LooCTISdC ealo., 1/11.810 raarard 1er rafum PM843 8882	»"
505,7,0,"OT",0,"0",0,"(1-20)"
506,7,0,"OT",0,"0",0,"LOST-Tan. Poplin )aefcei wMi hir Mm heed, on Wad 1-13. Reward. Cad Marldath 613 28W"
507,7,0,"OT",0,"0",0,"(1-21)"
508,7,0,"OT",0,"0",0,"LOST-BLUE WILDERNESS EXPERIENCE POUCH PLZ RETURN GLASSES 844-2308"
509,7,0,"OT",0,"0",0,"(1-30)"
510,7,0,"OT",0,"0",0,"Ealabllahed Phelography Sludto In S.L.O. arlth very Reed SolaSoPwonly 820.000 for more doaU eaN PeSn, Trwehan 8 CeeperReemy 844-1310 (1-31)"
511,7,0,"OT",0,"0",0,"STEREO SPEAKERS 3-way, MuM ha«, handlaa 80 watta eont. eall ' Mika 843-8308 SlOaOpr"
512,7,0,"OT",0,"0",0,"MOTONCYCU PARTSI Bita 8"
513,7,0,"OT",0,"0",0,"Pleoea la the Central Coaat'a Motorcycle Wracking Yard. 344 Higuera 54S0364"
514,7,0,"OT",0,"0",0,"(1-22)"
515,7,0,"OT",0,"0",0,"88 PORb P.U. OOOO CONOI-TION MUST sea. 8800 CALL JOHN AT 844-7007."
516,7,0,"OT",0,"0",0,"' (1-22)"
517,0,0,"NA",0,"0",0,"ma-^	a*-«—mi"
518,0,0,"NA",0,"0",0,"A.l>iLA."
519,7,0,"OT",0,"0",0,"FiLA. 841-8307"
520,7,0,"OT",0,"0",0,"(1-10)"
521,0,0,"NA",0,"0",0,"00. 70; S4C3SJMM"
522,7,0,"OT",0,"0",0,"(Ubaen 0«l|« ES-17B, early 00*0. mbM eendlllen arHh eaee. OOOOAOCaMSIH 844-8702 (1-21)"
523,7,0,"OT",0,"0",0,"PENDER BANDMASTER AMP. mM 00*0. EaeaHant eendRIen. 8378.00 CaW SM 844-8702 (1-21)"
524,7,0,"OT",0,"0",0,"TYPNM4SM RARTVpIns."
525,7,0,"OT",0,"0",0,"84IMSI"
526,7,0,"OT",0,"0",0,"/ (2-18)"
527,7,0,"OT",0,"0",0,"ENGLISH TUtORINQ get a lump on that EngHeh cleaal Call RoeeAnn 644«M0"
528,7,0,"OT",0,"0",0,"(1-22)"
529,7,0,"OT",0,"0",0,"Obirhalm Medal TUS-IA Syn-Ihaalaar. 1408.00 Never Uaed. caMDebbee 844-8703	(i.21)"
530,7,0,"OT",0,"0",0,"PROFESSIONAL TYPING E0IT1NO4IEASONABLE CALL ETHEL 77S4088"
531,7,0,"OT",0,"0",0,"(3-10)"
532,7,0,"OT",0,"0",0,"FENDER DUAL SHOWMAN Cabinet aniy. ne apeahara. arHh raadeaaa 810800. CaS Dabbae"
533,7,0,"OT",0,"0",0,"at 8448703	(1-21)"
534,7,0,"OT",0,"0",0,"RED HONDA CT70 1080 Lika new only 300 milea on the bike. 8486. Call Mike or Llaa at 544-9790 or 541-8612."
535,7,0,"OT",0,"0",0,"(1-22)"
536,7,0,"OT",0,"0",0,"laaMy 8 I lael 1"
537,7,0,"OT",0,"0",0,"FOR SALE; 1079 MOTOBECAN MOPED. 3360. 541-2776 _________________(1-12)"
538,0,0,"B",0,"0",0,
539,7,0,"OT",0,"0",0,"«11%«-CeB Jeff"
540,7,0,"OT",0,"0",0,"n. Hairae"
541,7,0,"OT",0,"0",0,"(1-28)"
542,7,0,"AT",0,"0",3,"OFF CAMPUS STUDENTS"
543,7,0,"AT",0,"0",3,"BUY THE"
544,7,0,"AT",0,"0",3,"4- LUNCH PLAN"
545,7,0,"AT",0,"0",3,"44 MEALS FOR $110.00"
546,7,0,"AT",0,"0",3,"MAKE PURCHASES AT THE UNIV. UNION CASHIER"
547,7,0,"AT",0,"0",3,"14 AND 19 Meal plans also available"
548,7,0,"AT",0,"0",6,"Exciting Careers for BS/MS Engineering Graduates...."
549,7,0,"AT",0,"0",6,"Puriian-Bcnnen, progressive leader in design, manufacture and marketing of state-of-the-art medical respiratory and pulmonary equipment, has positions in Los Angeles for;"
550,0,0,"NA",0,"0",0,"k"
551,7,0,"AT",0,"0",6,"ELECTRONIC, MECHANICAL & INDUSTRIAL DESIGN ENGINEERS"
552,7,0,"AT",0,"0",6,"P-B IS medium si/ed with steady growth patterns and net sales of <1IV million"
553,7,0,"AT",0,"0",6,"INTERVIEWS, TUES., JAN. 2(t"
554,7,0,"AT",0,"0",6,"Sign up ai voiir cnilocc pliKVitH-nt oIIki- no» lor .in mlor\ k-» » ilh P-B"
555,7,0,"AT",0,"0",6,"If inters’iew not convenient, send resume to Personnel Manager, Bennett Medical Division, Puritan-Bennett Corp., 126^1 Beatrice .St , I A., (a. 90066 We are an equal opportunity emplovcr M/F/H"
556,0,0,"B",0,"0",0,"	"
557,7,0,"AT",0,"0",6,"	PURITAN - BENNETT CORPORATION * ■I-"
558,0,0,"NA",0,"0",0,"I ."
559,0,0,"B",0,"0",0,
560,8,0,"SH",0,"0",0,"OpiiiionZ!——-"
561,8,17,"HL",0,"0",0,"Beneath the rocks"
562,8,17,"TXT",1,"0",0,"liMt It how Nathan"
563,8,17,"TXT",1,"0",0,"Natknal Diroetor of"
564,8,17,"TXT",1,"0",0,"Tha Anti-DaCunatloii Loofiia raoaotly ralaaaed a raport-indteatinf thiA acta of violoDoa againat Jawa and JawUi in-atitotiooamoaa than dooMad in 1961. ^"
565,8,17,"TXT",2,"0",0,"According to Pwhnottar, thoaa raaponaflbla for thaaa anti-Semitk Crimea ara taanagira—thoaa whoaa hatxad of Jawa flows from prsjndioa within thair famfliaa and aodaty in ganaraL It ia a tragk commentary not'ooly on tha Amarican aodaty of thapraeagt, hat iqwo our future aaw^"
566,8,17,"TXT",3,"0",0,"Parfaapa it is no ooinddanca that the rise in thaaa Crimea comaa during a period when ultra-ri^t hate groiqw are becoming more vocal and more powarfdL The Mo^ Mnjoti-ty* Jolm Bhdi Society, U.S. Labor Party and nao-Nad elemente aawn to ba riding tha coat tails of the conaarvativa revival that haa awapt Waahington, D.C."
567,8,17,"TXT",3,"0",0,"For yaare, the alhna haa been hiding banaath the rocks. Now it ia'incraaainiAf DM*« viaibla:"
568,8,17,"TXT",4,"0",0,"—State San. John Schmita draw a etorm of media attention whan ha iaanad a praae laiaaaa that, in abort, aaid there waa a Jawiah laahian conaphraqr behind the pro-clioioe movement. Schmita. an opponent of abortion, haa alao caOad for a military coup in the United States in the event Reaganomics Mia."
569,8,17,"TXT",5,"0",0,"—Mother Jont» recently reported that Lyndon LaRoucha and his U.S. Labor Party have now become cnnfidsTity iHth the higheat achelona of the Teomatera Union. LaRouche and hia fouowers, among othpr things, believe in the “immadiata elimination” of Jawa from “public Ufa” and the aatabliahment an “induatrial-capitaliat” aathorRariap dictatorehty that could ba mobiUaad for global warfare."
570,8,17,"TXT",6,"0",0,"Perfaapa the rising power of anti-Semitic dements in the United States ia not too aurprioing iHian one looks at the aodaty wa now find ouraelvaa in: unemployment, inflation and a lack of tohranca have taken on now dimenaions as peo-pla lad boa and lass in control of their livoo. And tha myth of a rich, infloantbl “Jewish eUta” b an easy target for many to"
571,8,17,"TXT",6,"0",0,"fthair friMSa-aHnM and aHatatinw mm th*y fS***^i*"
572,8,17,"TXT",6,"0",0,"pb eohitiona to mmploT eodowconomic probbma."
573,8,17,"TXT",7,"0",0,"A recent articb Ity historian Arthur ScJileainger Jr. notes that past conaervativa periods <rf thb century (such aa the 1920*0 and 1960'o) have been followed by reviv^ in activiam and innovation. But now there may be a new wrinkb in this historicd theory. If Raaganomica bib, a power struggb may devdop between far right. anti-Semitic extremists and those bvoring innovatian. It b a battb the innovators cannot afford to lose."
574,8,0,"CT",0,"0",0,"SUR£ 6LV> 1 SPENT f/FTEEN -jO BUCKS ON A PARKIN6 rtWlI"
575,0,0,"NA",0,"0",0,"i3>U"
576,0,0,"NA",0,"0",0,"o"
577,0,0,"NA",0,"0",0,"V"
578,0,0,"NA",0,"0",0,"AS"
579,0,0,"NA",0,"0",0,"____^ipewT"
580,8,0,"CT",0,"0",0,"I'M A6AIMST"
581,8,0,"CT",0,"0",0,"peAPT R66ts-"
582,8,0,"CT",0,"0",0,"■ftiAnotJ^Nao"
583,8,0,"CT",0,"0",0,"PÉFlCltSj A«0 rA)f(KJ6 AMf S'CHCD*'"
584,0,0,"B",0,"0",0,
585,8,0,"CT",0,"0",0,"ON IKE"
586,0,0,"NA",0,"0",0,"(mHNID."
587,8,0,"CT",0,"0",0,"■Casbiir&>^"
588,8,0,"SH",0,"0",0,"Letters"
589,8,18,"HL",0,"0",0,"Far-reaching concerns"
590,0,0,"B",0,"0",0,
591,0,0,"NA",0,"0",0,"C7i"
592,0,0,"NA",0,"0",0,"hit"
593,0,0,"B",0,"0",0,
594,0,0,"NA",0,"0",0,"lOT"
595,8,2,"TXT",1,"0",0,"Editor:"
596,8,2,"TXT",2,"0",0,"This Irttor ia in regard to the article printed on Thnraday. Jan. 14. “Minoritiaa Copa with Poly."" I found the artide to be atatisticaQy informative. However, I alao found Um information praaantad to ba Umitod bacanaa racial, aodal or educational iaaoea • waren’t daah with in dapth."
597,8,2,"TXT",3,"0",0,"It waa my underatanding that tha intention of the article waa to anMghton the misedncatod Cel Poly atudent body regarding problama in human ralationa—iocaHy and internationally. Tha probiemi which people of color deal with at Poly are “peannts” coci^Muwd with those faced ou a dobal perapective; for azamide, the failure of Uw worid to recognize the African culture aa the father of human civilization. A local example of this ignorance ia the Greek Pratomity/Sorority system, which waa stolen from the Ancient African Mystery System. In fact, the Greek philosophers Socrates, Plato and friends were students of the indigenous African Mystery System, from which the Greeks wrote Western philosophies about echication and human relations. What Western cultures accept as"
598,8,2,"TXT",3,"0",0,"‘^original’'	thought—Greek"
599,8,2,"TXT",3,"0",0,"Philosophy—cams from the African Mystery SyMam."
600,8,2,"TXT",4,"0",0,"The Muêtang DaOy artide deale superficially with racial laenes by only quoting an unimportant inchiiuit I deacribed caauaOy during tha interview. Hie points not mantioned, which I amphasized, are to me much more dgnifi-eant and earious."
601,8,2,"TXT",5,"0",0,"To overlook more complex local and International-iaaoea ia to continue to deny their existencs. It’s difficult to deny that a child bom on the continent of India or Africa is Uksly to die of starvation befoiwits fifth birthday. To deny the existence of this problem Is the same as pouring poison into the swollen belly of a starving infant. -"
602,8,2,"TXT",6,"0",0,"We, the Omega Pai Phi Frstsmity, feel our obligation is to speak to thsss concerns and not allow ourselves or this community to live pleasantly amidst this blatant ignorance. We must destroy the blinders which obëcurs our global vision. The artide reduced world problème to mm local incidents. Our concerns extend much farther."
603,8,2,"BL",7,"0",0,"Mark A. Ilea President. Omega Pai PU"
604,0,0,"NA",0,"0",0,"i-"
605,8,0,"OT",0,"0",0,"Daily policy"
606,8,0,"OT",0,"0",0,"Letters and press releaws may be submitted to the MuMtang Dally by bringing them to the Daily office in Room 226 of the Graphic Arts building, or by sending them ""to: Editor, Mustang Daily, GrC 226, Cal Poly, San Luis Obispo, CA"
607,8,0,"OT",0,"0",0,"93407. Letters must be typed and include writers' signature and phone number."
608,8,0,"OT",0,"0",0,"Press releases should be submitted to the Daily at least a week before they should be run."
609,8,0,"MH",0,"0",0,"Mustang Daily Publisher Joaraalism Department, CalUseaie MyteeSaic Stats Uahrstskr, Sea Lea OMspe	TOM JOHNSON, £<A/0r"
610,8,0,"MH",0,"0",0,"	MIKE CARROLL, Monqfóg £<fùor CYNTHIA BARAKATT, Edsunial Atsistasu DAVID BRACKNEY, Editorial Atsiaasu DXnDMnmjBCAMP.PhoioDmaor TOM COHUm,Spdns Editor L. JOANN SEREMET, Gewro/Mmgvr PAULA DRAZEÉt, Adomiting Manager mike DAWSON, Ciraslation"
611,8,0,"MH",0,"0",0,"fS rmsmm Srii pheee e w » he eewed *	"
612,8,0,"MH",0,"0",0,"« CM» rwbUhit iMr Mb, «■ sMWc M ahW uww< *h » rfls mb—h Mr rain i . dm -i.	"
613,8,0,"MH",0,"0",0,"	Prismi mamsfm by Uiutmsiy Orafise Symons miAMTRAVm, Oemns/Manaan TAMàlY SAMS, i'teèMsvMsa» WASRBN aBHD,v1flt. Mr-, Ofmasiom BAT Mat3nrrai,Aai. Mr-, timsfsfm Prsdsaian"
